"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"3426",0.75,"Very quick read couldn't put the book down. Just when I thought I figured it out the story added another twist. I recommend it and suggest it would be a great read on a rainy weekend.",0,1,0,0,0,1,0,2,0,1
"3427",4.1,"I picked up this book because it sounded like an interesting plot...a girl day dreaming about the lives of strangers witnesses something out of the ordinary and how her actions effected the lives of those people but also how her own life was intertwined. Very good story and if you use the whisper sync, the performance was well done. I particularly liked the different point of views of each of the main characters through out the story.",0,1,0,0,1,0,1,1,0,3
"3428",1.25,"Very good book.  Challenging to understand writer's style until about 30% thru book.  Great character development.",0,1,0,0,1,0,1,1,0,1
"3429",3.75,"I love thrillers. I love smart thrillers, with compelling characters that show psychological depth. I love a story line with twists and turns that create surprises along the way and an ending I can't predict. The Girl on the Train provides all that and more! I couldn't put it down. Paula Hawkins is my new favorite writer and I just have one question for her: when is the next book? ! ? Really, don't keep us waiting too long.",0,2,0,0,3,0,0,3,0,7
"3430",1.45,"Honestly, I'm struggling to get through this book (3/4 through now so I'm not done). I'm plugging along because that is what I do with books that have been recommended and I've spent money on. I don't care for the characters. They don't engage me. It doesn't thrill me. I don't know London and can't relate. Overall it's just BLAH. Going to complete it though just to find out about the missing woman...",1,2,0,2,2,1,2,1,2,2
"3431",1.85,"I was bored with the redundancy in the first 23% of the book.  Everyone told me to stay with it and it would get better. This proved to be true and the last 25% of the book was well written and it was hard to put down.  I feel 3 stars is kind of a stretch.",0,0,0,0,1,0,0,1,0,1
"3432",3.7,"Not my kind of read.  To slowWWW!  Did not like the back and forward. Hard to keep straight.  The ending was not even GREAT.  Don't know how it was on the best list for that long.  That is what sold me.  Would not do that again.  But that is me.  You may enjoy.",0,2,0,0,2,0,0,2,0,3
"3434",1.4,"It was well written and kept my interest, but all of the characters where just retched. I couldn't enjoy the book because all of them were just awful people. Great mystery though!",1,2,1,1,1,1,1,1,1,2
"3435",3.3,"I was interested in this book when I observed previews for the movie.  I decided I wanted to read the book before deciding on seeing the movie...I was blown away.  I enjoyed the author's style of writing, her pace of the storyline...I was pleasantly pleased with the purchase.",0,0,1,0,1,1,0,0,0,2
"3437",3.45,"Enthralled from the first few pages and anticipation builds till the end. Easy read. Hard to put down. Good book club choice. Recommend highly.",0,2,0,0,1,0,1,2,0,3
"3438",1.25,"Slowly draws you into the drama until you can't put the book down.  Interesting by play with the trains.  Great if you like trains.",0,0,0,0,0,0,0,0,0,1
"3439",1.3,"Heard about this book from a friend during her excitement over a movie to be released his year about the book. Not at all disappointed! Great read!",1,1,1,0,2,1,1,1,1,2
"3440",1.15,"I really did like this book and would recommend it.  I am writing this review a bit late as I read the book awhile ago.  I think this book had surprises.  While the main character struggled with her alcoholism, made bad decisions, she certainly was astute at the end.  So review short but wanted to share a worth while read.",2,1,2,2,1,3,0,2,3,5
"3441",2,"Since this has been on the NYT best seller list for some time, I thought I'd give it a try.Was very disappointed in the story curve...seemed like it took forever to cut to the chase,and when you got there at last, Predictable.I normally devour good novels, but I had to force myself to finish this one.Maybe it's my 'guy' point of view, but I can see why this might be considered more appealing to those of the opposite gender since it may be easier to relate to the main character from that viewpoint, but I was on the verge of asking Amazon for a refund.",2,4,1,2,1,1,1,1,5,2
"3445",2.05,"After picking up ""The Girl on the Train"" at the suggestion of a friend, I was excited to read a book from an author I've never heard of, but skeptical that it could be as good as what my friend said.I was wrong.  It far exceeded any expectations that I could have had.  Paula Hawkins weaved a plot full of twists and turns with characters that developed and made you both cringe with their actions and cheer them at varying parts in the book.While other reviewers have waxed poetic about the plot and character development, I will simply leave my review by saying ""WOW"".  I am sad that Paula Hawkins doesn't have many more books for me to dive into and I hope that she writes... fast.  :)  I haven't read a book that I was THIS into in a very long time.",0,6,1,1,5,2,5,6,4,7
"3446",0.65,"The only reason I gave this book 4 stars and not 5, is only because the main character is really hard to root for.  She is a compulsive drinker and blacks out a lot.  Her black outs play into the story, it is just annoying as to how much she drinks.  Other than that, I felt the books was well written and very easy to get drawn into.  Heads up: The story takes place in and around London, so some of the vocabulary that was used is not normal words to Americans.  There wasn't a lot of British words, but wanted to make sure readers know.",2,0,0,0,0,1,0,0,3,3
"3447",1.35,"Great read!!I loved the way, Hawkins separates the characters by name and times, very unique.It's very Hitchcockian, with suspense and twists to the end.I can't wait to read more from, Paula Hawkins, and to see the movie they're making from this book.",0,2,0,1,0,0,2,0,1,1
"3448",1.3,"I LOVED this book, until I got to the end.  The exposition and explanation of what really happened was presented in such a bad-movie villain fashion, as in ""This is what I did and this is how I did it!! bwahaha"" totally killed the book for me and left a bad taste in my mouth.  Maybe it bothered me so much because the rest of the book was so strong.  I read it in a day and was very much enjoying it until the big reveal.  Probably a good choice for a book club, there is a lot to talk about what you like and what you don't like.",1,2,1,2,2,1,2,2,2,5
"3449",3.05,"Normally I believe thet the book is always better than the moview.  In this case, I have a funny feeling the movie will be better than the book.The pace will hopefully move faster and maybe I'll get a better feel of the characters involved.",1,1,1,2,1,2,1,1,2,1
"3450",1.5,"It was entertaining. I wanted to read it before seeing the movie. The details in the book filled in the blank spaces that the movie left out. it was a fascinating look at several different characters and their thoughts.",0,1,0,0,1,0,0,0,0,2
"3452",0.1,"Worst book ever!  Don't waste your time. I'm not sure how it was even published.  I give it one star for good marketing.",0,3,1,0,2,0,1,2,1,2
"3453",1.25,"OK - Reading this story was a bit like watching a train wreck.....could not take my eyes off the page and had to keep reading! The author's unique way of telling the story was captivating as well. It was like reading each character's thoughts and then weaving it all together, while constantly trying to guess what would happen next. Won't say too much - don't want to spoil the read for those of you yet to pick up the book.",1,1,2,1,0,1,3,1,2,4
"3455",1.05,"It's as much a mystery as it is a thriller. Not quite as intense as Gone Girl, but equally satisfying. The heroine begins as an unappealing alcoholic with an empty life that she fills with voyeur-type fantasies. By the end, the reader has a sympathetic view of her plight. As a therapist myself, I found the characters' psychological profiles dead on. All this made for a very interesting book club discussion for my group.",1,2,2,3,3,2,2,4,2,8
"3457",0.95,"A literary device used by Paula Hawkins is off-putting to me and that device is to use more than one character as first person. If you can get past that artifice then my wife says the rest of the book is worth reading. The author was a journalist before putting fingers to keyboard to write this novel and that earlier style shows through.",0,0,0,0,0,0,0,1,0,5
"3458",0.8,"I do not know if it is because I have read SO many books over time, but I find it harder and harder to find a book that compels me to read it.  Though this one built slowly, it did end up being a book that I did not want to close at night.  Dark as with Gone Girl, this book did not disappoint.  A book of fine literature?  No, but one worthy of the time commitment and fully entertaining!",1,2,1,0,1,2,0,2,1,3
"3460",2.15,"A little slow at the start, but builds to a great crescendo and finish. Really well written. A nice read.",0,2,0,0,1,0,1,1,0,1
"3462",0.3,"Storyline just OK....nothing special....and if it is to be a film....a 'made-for television' type of crime drama.  Not so great...truly.",1,0,0,0,1,0,0,0,1,1
"3465",1.15,"In the beginning I wasn't paying attention to the titles of each chapter and the dates.  Once the plot started to unfold and the dimensions of each character developed I went back and reread first few chapters. Then the unfolding story made sense.  In the end I was glad I stuck with the book which provided food for thought about some of the serious social issues the author delved into.",0,3,0,0,2,0,0,2,0,6
"3466",0.45,"I enjoyed this book a lot. Was just a little confusing in the beginning keeping dates & people straight. Rachel was such a good character & her dealing with her addiction & loss of her marriage was heartbreaking. Anna was not nice but I wouldn't be either if my husband's ex kept calling him.",1,2,0,1,2,1,1,2,2,2
"3467",0.85,"The beginning was really slow moving and things didn't really start happening until the first 100 pages. Kind of confusing at first trying to backtrack between present at future. It's really only worth reading the last 60 pages or so. Not everything it was hyped up to be.",0,2,0,0,2,0,1,2,0,4
"3468",1.2,"I may in the minority but I enjoyed this kindle version of the book for 75 percent , however I found the last 25 percent a bit too dragged out and a bit too unremarkable. I actually had a hard time finishing the book. This is just my humble opion of course.",0,1,1,0,1,1,0,1,2,2
"3469",0.35,"A frustrating read. The chapters become repetitive about one third of the way through but if the reader soldiers on and stays with the book they will be rewarded with a howler of an ending. There are subtle hints of where it eventually does go but one does not think the writer is really going to follow through with such an obviously engineered conclusion. She does and it disappoints. It's remarkable that this book is a best seller.",0,0,0,0,1,0,1,1,0,3
"3470",2.6,"This is my first time to read Paula Hawkins book but she does an excellent job with her characters _ at first I had to keep them straight as I read each chapter but it doesn't take long to keep them separate and to know who is who. I recommend this book it's a good drama.",0,3,0,0,2,0,1,3,0,4
"3471",1.9,"This was a book that kept my interest from the beginning.  I would not compare it to Gone Girl, as others have.  Unlike Gone Girl, I actually liked a couple of these characters...thinking there was some good in them.  There were flawed characters, which was great, but not everyone was completely awful.Overall, the story was interesting and had some nice twists and turns.  I had figured out the guilty rather early, but I had not figured out all the ins and outs.Would recommend!",2,1,1,1,1,2,1,2,2,5
"3472",3.15,"I got sucked into this book because there are such obvious details being left out that I wanted to know what happened next. As it would turn out, the suspicion I had within the first few chapters of where the book was going was spot on. Yes, I cared about knowing what the ending was. At the ending, though, I found myself not caring what happened to the characters. The plot could have twisted in a way to make at least one of them likable but in the end it just felt like a soap opera that I wished would be over already. Maybe good for beach reading, but don't waste valuable time on it. I stayed up 2 hours past my normal bedtime reading it and I wish I had those hours back in the form of sleep.",1,3,1,2,4,1,2,4,2,7
"3473",0.35,"I kept hearing about this book and was really looking forward to reading it.  I've not yet finished it as I've found it very hard to follow the story line, flips back and forth between present and past, and I have to keep going back to put the pieces together.  I think that, unfortunately, I am just reading it too late each evening and too tired to concentrate so I'm planning to start over when I go on vacation and can dedicate more rested reading time to it.  I'll update my opinion after that.",0,5,0,1,3,1,1,3,3,6
"3474",2,"I enjoyed this book for its genre! I didn't like all the filler in the middle, though. For example, the Scott and Rachel drama, the constant calls to Tom, the repeated relapses. I also found it particularly hard to like ANY of the six focused character. I DID like that they all had fatal flaws, etc. The ending was pretty damn well written. Kept me on the edge of my seat for the last fourty or so pages.",2,2,1,1,2,1,0,4,3,3
"3475",1.2,"This book was recommended by a coworker and I must admit it was very entertaining. I loved the suspense of not knowing who the murderer was and trying to figure it out through Rachel's distorted point of view.",1,2,2,2,1,1,1,0,2,2
"3478",2.1,"Am almost finished with this book which I can only put down for a minute.  Love the style of writing. I have had to go over some of it again as I always have the NEED to never miss anything and in this book I don't want to miss anything.  I reread one of the character's dialogues because I was not clear on some things. But that is OK. This is the beauty of the story, a real mystery.  I had a hunch and think it may be true. Can't wait to finish but then what will I read???",0,2,0,0,2,0,1,1,2,3
"3480",4.1,"I enjoyed the book, and found the characters of Rachel and Jess/Megan to be pretty interesting and well developed. But I didn't care for the ""reveal"" towards the end.***SPOILER****It was ok that Tom was the one responsible for Megan's disappearance but I didn't like how he just seemed to morph into a completely different character. By the end he was talking and acting like a corny villain from a bad thriller. That kind of bothered me.***END SPOILER***Also with Anna it felt like the author sort of didn't care about writing her chapters and didn't try to develop a concrete person. But other than that I thought it was a nicely paced and well told mystery with an intriguingly flawed group of characters.",1,4,1,2,3,2,1,5,3,8
"3481",0.75,"I'm only half way into book.  Confusing character changes, didn't realize the ""person"" was changing from chapter to chapter.  Just getting interesting at half way point.  If I didn't like to finish what I start, I would have put the book aside long ago.",0,2,0,0,0,0,0,0,0,1
"3482",0.25,"I was excited to start this book but the excitement quickly changed to confusion and then disappointment.  I struggled through to the finish even though it took me several times of putting it down and then picking it up again.  Would I recommend it?  No.",1,3,1,1,2,1,2,2,2,3
"3483",0.25,"Don't waste your time.  Hard to follow because the characters and the time period switches back and forth. The Man character is a drunk and is not stable.  It is hard to follow.  I do not understand why so many people love this book.",0,1,1,0,1,0,0,1,1,2
"3485",3.6,"I liked it enough. Writing style and plot very similar to Gone Girl, which wasn't my favorite book. So this wasn't my favorite either, but it kept my interest enough to keep reading. Characters weren't all that likable. I didn't really care what happened to any of them. Plot was ok, though was able to figure out the ending way before. Though, if you liked Gone Girl, you'll like this too.",0,0,0,0,1,0,0,1,0,3
"3486",1.95,"Had a little bit of a hard time following it till I watched the trailior on internet before the movie came out.  However I am looking forward to seeing the movie. Putting faces to the people in the book helped, was able to follow easier. Want to see the movie soon.",0,1,0,0,0,0,0,0,0,1
"3487",0.75,"Fantastic book! A page turner for sure!",0,0,0,0,0,0,0,0,0,0
"3489",2.05,"The author's style of presenting the story is rare in the sense that it's not the usual Chapter 1 , 2 and so on.  As presented, you get into the mind of several characters, their developing and interweaving story. I specially like that of the main character Rachel who at the start was such a loser but who eventually vindicated herself after she put her act together. A good read.",0,2,0,0,1,0,1,2,0,5
"3490",0.5,"I couldn't put this book down! It's a fast read that keeps you on the edge of your seat! Loved it",0,0,0,0,0,0,0,0,0,0
"3492",2.05,"Loved that each character told the story from their point of view , reflecting only what they knew. Really suspensefull right to the end. I'm glad i didn't see the movie first. The written word gives so much detail you don't want to miss.",0,1,0,0,1,0,0,1,0,2
"3493",3.05,"With a slow start, the book picked up toward the middle and became suspenseful at the end. The flashbacks were helpful in learning the backstories of the characters and allowing you to understand their motivations for there actions. I would recommend the book as it held my interest throughout and was an entertaining read.",0,2,0,0,2,0,0,2,0,5
"3495",1,"A+, I really enjoyed this book by Paula Hawkins, she keeps up a quick pace of story telling without getting mired down by unnecessary descriptions.  The characters are realistic and flawed, and she does a fine job of weaving them all together.  If you're looking for a ""who done it"", then I think you would enjoy this.",0,1,0,0,1,0,0,1,0,2
"3496",1,"I loved it so much that I didn't put it down & finished in one day! Very good story. First book by this author for me & I can't wait to see what else she has written.Also, there is a movie coming out soon that was developed from thus book.",0,3,0,0,1,0,1,2,1,2
"3497",1.9,"Book had a great hook. The story was just so well- developed. I had hoped that there will be a movie based on this book, and I just found out a couple days that the movie will be out Oct 7! I'll definitely go to see it. Overall, the book was a fun read and I would have never guessed who the real culprit was. Great job Paula Hawkins!!",0,1,0,0,2,0,0,2,1,4
"3498",1.35,"I don't read a lot of mystery-type fiction but something in a review led me to think I'd enjoy this. I wasn't disappointed. The whodunit aspect worked, and the protagonist/narrator is deeply flawed, deeply self-aware, and consistently appealing as a character.  I read this on a Kindle, and one aspect of the book highlighted the principal drawback of the device: the difficulty of flipping back to a remembered page in order to double-check a fact. The book has a lot of short chapters that jump around in time. Each one starts with a date, and it's important to keep track of them, especially in the early stages. If you're reading on a Kindle, pay close attention to them or be prepared to spend a lot of time trying to unscramble things later on.",2,6,1,1,3,2,1,6,3,8
"3499",0.4,"I was hesitant to read this at first because I read a bad review but I'm so glad I changed my mind! This book sucked me in and took me for a great ride. I love the different perspectives and really didn't have it figured out until the very end.",1,1,1,1,2,1,0,0,1,2
"3500",2.25,"I like this book. It has a very nice flow to the story. My only issue is that I felt like the ending was very predictable and no I did not see the movie first. Overall this was a good book and I would recommend it.",0,1,0,0,1,0,1,2,0,3
"3501",0.7,"The four stars (instead of 5) reflect my distaste for nearly every character in the book, primarily the Girl on the train.  But for writing and making the reader writhe, it deserves five stars.  The denouement is astonishing and while I should have seen it coming, I was so caught up in the story that I tended to follow it through the Girl's eyes, and mind, and turmoil.  Really a remarkable achievement and worth it at the end.",1,2,1,1,2,1,1,2,2,4
"3502",2.9,"Very interesting book.  I like English authors since they give an intereresting perspective on their country.  I looked up many words to see how she used them.  Examples:  CV, garden, a chain grocery store, childminder, etc.Should make a good movie.  It was a bit confusing in that each chapter would alternate between characters.  Interesting device.  Would read another by her since I'm certain she will write more.",1,2,0,0,2,0,1,1,1,4
"3503",2.05,"This book was really good.  Although it took me quite a while until I got into it, when it finally came together to me (perhaps I'm a little slow?).  I had a hard time realizing that this was the same girl...I thought it was two different people and was confused for a while.  Anyway,  as the story unfolds, it became clearer who everyone was.  The ending was a surprise and it's always nice to be surprised at the end.  Good book.",0,4,1,1,3,0,4,2,0,3
"3504",2.7,"I'm reading this right now.  It's a great read and I'm really enjoying it. Well written and I recommend it. Am very anxious to see the movie",0,2,0,1,1,0,0,2,1,3
"3505",0.25,"Absolutely best book I have read in quite some time. Couldn't put it down. Can't wait to see the moviel",0,2,0,0,0,0,0,0,1,0
"3506",3.05,"This book exceeded my expectations.  I read it simply because it kept coming up as a recommendation and I was glad I did.  I couldn't put it down.  I love the format of telling it in each person's perspective and the alternating in the timeline.  It can get confusing, but never for a moment did I lose interest.  Some of it was predictable, but not enough to make it not worth reading.  Simply put, I couldn't put it down.",1,2,1,1,2,1,1,0,1,5
"3508",3.35,"thought it would be an interesting perspective of a young gal who has to ride the train to better herself rather than the alcoholic who rides the train to drink ......yes, its a narrative of someone is the downward spiral of drinking but that was soooooo not what i was thinking it would be ....i was hoping for an introspective of an anonymous person on a train rather than someone who needs AA!",0,2,0,0,1,0,1,0,2,2
"3511",1.4,"This is a different tack on storytelling.  The author jumps from character to character with them speaking in the first person.  It is very well done in how the peculiarities of each character are perceived by the other characters, and what appears to be accurate and true, may not be so.  The author keeps the reader involved from the beginning to the end.",0,0,0,0,0,0,0,2,1,3
"3512",3.7,"Awesome novel. Quick read with multiple characters point of view. At first, I wondered why one character's entry was almost a year previous to the others, but then it caught up in the end; She timed it perfectly. If you enjoyed Gone Girl or a suspense novel with multiple point of views, then you will enjoy this. I'm currently looking for more novels similar to this because it was just so interesting!",0,2,0,1,1,0,1,1,0,2
"3515",2,"I wasn't sure what to expect when I started reading this.. It gripped me from the beginning and I literally couldn't put it down.. With all the major  characters,Rachel,Anna,Megan,Scott,and Tom,there's non-stop storytelling at its best.. I highly recommend this book to everyone who likes psychological mystery/thrillers!!",0,2,0,0,0,0,2,2,0,4
"3516",1.55,"I was looking forward to reading this story from other reviews and it has definitely lived up to the great ones !  Kept me in suspense the whole story.  It did get a little repetitive in the middle but once it reached the end it all made sense as to why.  Great summer read if you love suspenseful stories!",0,1,0,1,1,0,1,0,0,4
"3518",5.1,"I did see the movie after.  I felt I liked the book better.  it was real, and easy to follow.I would love to have other books like that, the writer had vision.Many of my friends read the book and they enjoyed it..",0,1,0,0,1,0,0,1,0,4
"3519",2.8,"A great beach or plane read, I guessed the ending but only near the ending. The characters are fascinating, but even better are the weird dynamics of their interactions. The heroine—is she?—is as imperfect as they come, which makes her very endearing. A first rate whodunit.",0,0,1,0,1,0,0,1,1,2
"3520",3.8,"It took a lot to get into this book. I got it on my Kindle, but had to gt the actual book from a friend in order to read it with the constant flipping between characters. I could not keep track of who said/observed what. It got good in the end of the book, but I found it a struggle to read. The funny thing is I picked this book for our book club. The discussion was better than I thought it would be but I cannot say I am a fan of this book. To compare it to Gone Girl is so far off.",1,3,0,1,3,1,1,4,1,6
"3522",0.95,"I decided to read this book with my neighbors... And my oh my. We all LOVED it. Absolutely addicting book that will keep you interested and wanting to get to the next chapter. I had a few issues at first with the format the author used in telling the story... But it actually added to the suspense in the end. Worth it!!! A must read!!!",0,1,1,1,0,2,1,1,1,3
"3523",0.75,"This book was an amazing read. Once I started reading it, I didn't want to put it down. Rachel, the main narrator of the book, starts out as a hot mess. She is unemployed, drunk most of the time and can't get over her ex-husband, even though he cheated on her and eventually left her for the mistress. I don't want to say much more because I don't want to spoil anything. If you liked Gone Girl, I think you will like this book. I actually liked this book better than Gone Girl. Rachel is easy to sympathize with once you learn more of her backstory and I liked the end of this book better than Gone Girl also. If you are going to read this book make sure you have a few hours free because you are not going to want to stop reading until you finish.",2,1,3,1,0,2,0,0,4,3
"3524",4.75,"I found this read particularly refreshing. I most enjoyed the varying perspectives from which the story is told. I'd recommend this to anyone interested in a romantic, suspenseful drama. It took me a while to finish the book, but it was very easy to pick up where I left off each time. Overall, the book was awesome and written appropriately for the storyline.",0,2,1,0,2,1,0,3,0,6
"3525",2.15,"I liked the detail and imagery. I felt like I was right there with all the characters. The date switching was a little confusing I kept forgetting when it was... i recommend this for people who like a good mystery and suspense.",0,3,0,1,1,0,3,2,0,2
"3526",0.35,"Couldn't get enough, my life made me start and stop so probably better rating if I had less interruption. I'd say more heartbreaking detail of the main character's past would be the only improvement. I particularly enjoyed hearing the message of how Rachel mistakenly valued herself thru someone else's broken perception. Oh, and how Anna got humbled. Great read :)",2,1,0,3,1,3,0,1,3,3
"3527",1.55,"We chose to read this for our book club, and I thoroughly enjoyed it. On one hand, it brought me back to a time when people took the time to relax, riding a train for everyday travel. The author sucked me in right away with her description of characters and events, enabling me to feel as though I were actually there. The emotions were real, and twists in the story felt normal, not contrived. As I rode the train into NYC one day, I channelled the protagonist, and watched as houses flew by, and thinking what stories they may contain.",0,1,0,0,0,0,0,2,0,2
"3528",4.1,"This page turner reminds me of English mystery writers of my mothers generation. Well written, well thought out, and cleverly presented. Some of the narrative seemed repetitious, such as the repeated descriptions of black out, but overall, the suspense built nicely, and came to clever conclusion. Talented author; hope to see more of her.",0,4,0,1,1,1,3,2,1,3
"3529",0.15,"This was a little difficult to read for me, simply because the main character is an alcoholic, and I was going through a divorce from an alcoholic at the time I read this book, however, that's literally the ONLY negative thing I have to say about it! This book was suggested to me after reading Gone Girl by Gillian Flynn, and the authors do have similar writing styles, although this book is based in England. I am also not typically a fan of English Lit of any kind, but this book was awesome, and I will definitely be checking out what else the author has written! Easy to read and definitely a page turner!",1,1,1,2,1,2,1,3,2,4
"3530",1.5,"A great read.....and never suspected how it would end till close to the end. Not very sympathetic to men at all even though the women have their faults, but they are projected with a more flattering gloss.",0,0,0,1,2,1,0,1,0,3
"3531",2.15,"Okay, for me this is a tough review to write.  I ultimately did like this book.  After an adjustment period I got used to the alternating narrators.  There were times when the story drags, but not too many.  I really enjoyed the fact that Rachel, Megan and Anna were very different women, however they do have a lot in common.  Their stories could fit into many of our lives.  I think as the days pass and I find myself still thinking about the story, I have realized that maybe I liked it more than I thought.",0,2,0,0,0,1,0,1,1,1
"3534",1.35,"I wanted to read this book when I found out about the movie release and it did not disappoint. I could not put this book down, a real page Turner till the end. Great flow. Thank you Paula Hawkins for writing one of the best books I have read in a long time.",1,2,1,0,1,1,0,2,1,3
"3535",1.15,"This was an interesting read. I had most of it figured out halfway through . Still completely gives you a real time look at how alcoholism effects you. It just is kind of desperate and very far fetched. Enjoyed the writing style though.",1,1,1,1,1,1,0,2,3,4
"3536",4.3,"Congratulations Paula Hawkins. While I would have liked to see a few elements of this book tweaked, ie the technical research for the psychologist seemed very light, ditto the lack of rudimentary detective work on behalf of the cops, this is an amazing and compelling read that grabs the reader by the throat and carries them away. I find it hard to believe the average mystery reader could figure this out...I write books and I didn't have a clue until a glimmer 2/3 of the way in. Bravo for compelling and realistic characters and situations. If this was a 10th book, I might have rated it a 4, but I'm a grouch. Just very impressive, fun, wrap you up for a whole day read. Buy yourself a present, get this book.",0,5,0,0,3,0,3,1,1,5
"3537",0.8,"The characters start to develop slowly but deliberately; and the reason, which looking back now is to not give too much of the main story plot away, as well as, to not show who is most innocent and whom the worst and most flawed of all of the characters really is. Although, they are all ""morally"" flawed characters the ""real sociopath"" at the end reveals himself/herself to the reader and the others in an ""ahha monent!"" Good read overall, not as crisp and sharply written as Gone Girl but It is perhaps that it takes place in England. I figured out who done it by mid book but the end surprised me.",0,3,0,0,1,0,2,5,1,7
"3538",3.05,"This is a riveting, mesmerizing book. The lead character, Rachel, is vividly drawn. She is fundamentally an alcoholic out of control. The novel relies on alternative chapters narrated by Rachel, Megan -- the victim -- and Anna who is married to Tom, Rachel's ex-husband. These chapters drive the plot, but are also internal monologues. At times Rachel and Megan sound somewhat alike in their unhappiness, but Megan has a far more promiscuous past. As with the women, there is an overlap between Tom and Scott, Megan,s surviving husband and a main suspect of her murder. Rachel's often bumbling attempt to solve Megan's murder reflects her often equally bumbling attempt to achieve sobriety. But, . In the end it is Rachel's wonderful imagination that prevails.",2,1,1,3,2,3,2,3,5,7
"3539",1.25,"The raves about this book aren't off track!  I can see why this is one of the Best Sellers for late 2015 and 2016 since it is such a great book!  The author keeps you on the edge of your seat by alternating between characters involved in the plot of the story.  Ending threw me for a loop, LOVED IT!",0,1,0,0,0,1,0,1,1,1
"3541",3.35,"While I thoroughly enjoyed the book, I'm certain I would not befriend any of the characters in it.  I can't think of any book I've read recently that has such screwed up people within its covers.  It isn't that they are unlikeable, but I found myself diagnosing their ""quirks"" as the story unfolded.The book was well written, a page turner, and suspenseful.  It delivered everything promised on the dust cover.",1,0,0,0,2,0,0,3,2,2
"3542",0.8,"The first time I started reading I set aside after just a few pages. Several months and many novels later I gave it another try. Finished in one day. The outcome is predictable but you are not certain your anticipation is on point until the end.  That the mystery can be ""solved"" is itself a sad reminder of the prevalence of these circumstances.",0,3,0,0,0,0,1,0,0,2
"3543",2.7,"On recommendation, I picked this up. I liked the interwoven life stories of the main characters, but it felt there was a decided lack of connection between the tertiary and main characters. An interesting approach to the storytelling, though I didn't find any of the characters at all likable. Except for maybe Rachel, who I didn't like until the last 30 pages.",0,0,0,0,0,0,0,0,1,2
"3545",1.7,"Lots of hype around this book.  I mostly found it tedious as an alcoholic tries to remember what she did or didn't witness.  I'd say it falls right in the middle -- better than some, but not as good as it should be.",0,2,0,0,2,0,1,3,2,2
"3546",0.9,"Hard to follow with the multiple narrators.  Except for the stated location, no evidence of this being in England.  Written as if it were in a suburb of maybe Kansas City.  By the end of it, I didn't even care ""whodunnit"".  And, after a little time since I read the book, I don't even remember!  Don't waste your time and money!  I bought into this solely because of the hype -- wish I had my money back!",1,3,1,0,1,0,1,1,2,1
"3547",2.05,"An okay read; kept me thinking while I spent time thinking how the various characters related to each other and what all that meant. The ending sort of surprised me. Yes, the mystery is solved, but it felt like a very abrupt end without real closure. I probably wouldn't have chosen this book to read if it wasn't the next Book Club book.",0,3,0,0,1,1,3,2,1,3
"3549",3.95,"Definitely entertaining and quick. But I don't like how the author tries to falsely lead you to think things when the truth is already obvious...just gets annoying. Also, the main character is really deplorable and incredible...always kind a downside to a book! It's like a dumbed down version of Gone Girl, which was really masterfully written! But it was a nice, easy read for before bed.",2,1,1,1,2,1,0,4,3,7
"3550",2.9,"I kept hoping that I would feel some compassion for at least one of the characters, but through the entire book, I felt absolutely no empathy.  The twists in the plot were interesting, but I did not feel compelled to pick up the book every chance I had.  I finished it because I had devoted so much time to it and wanted to know how the plot revealed the murderer eventually...I had already figured it out.",1,1,1,2,0,1,1,0,1,4
"3553",4.45,"I bought this book on Monday and finished it on Thursday...it was that thrilling. I didn't love this book, though, and now I feel like I need to read something light and fluffy. It's very dark with little warmth or humor to balance the sinister. Everyone who's compared this book to a Gillian Flynn book is right...the books have that same dark feeling. The story itself is all right, but at the end I badly wanted to know a little more about what happened to the characters.This would be a good book to take to the beach-it's an easy read. I bought the Audible version at a reduced price and the narrators are great.",2,3,2,2,5,3,3,2,3,5
"3554",1.45,"Really good book. Just when I thought i knew who was good and who was not, the real motives of the characters reveal themselves. The only reason i didn't give a 5 star is because I guessed who the antagonist was about half way through.",1,3,0,0,2,0,1,3,1,4
"3555",4.15,"Enjoyable, there are some very interesting twists, characters are well written and interesting. I have to say from the movie trailer, the book, ( not sure how the movie will go) was not at all what I expected. That was a very pleasant surprise.",0,2,0,1,2,0,2,1,0,3
"3557",4.85,"It is a well-written tale, but with a lot of disturbed characters.  The only person of good characteristics is the roommate of the main character, and she was not prominent in the story line.  I prefer a book with a character with whom I can identify or cheer for, or admire.  Not many folks in this book to admire.  On the other hand, I felt it compelling enough to dislike putting it down; but as well as it is written, it is still not enough for me to read anything like it again.  Of course, my primary dislike was plentiful here with f-bombs every few pages -- those disturb my train of thought and I wish ""hell"" and ""damn"" would come back into vogue.  Please.....",4,3,3,1,2,2,2,4,4,9
"3559",2,"I expected this to be awesome, and for the first half it was, then it quickly became ""okay"" when things wrap up near the end. Wish I could have rented from the library instead of paying $10 for it.",0,1,0,0,0,0,0,0,0,1
"3560",1.4,"I will say this book has a nice twist at the end, but I almost didn't finish the book. I've never read a book where NOT ONE single character is likeable. The story has five main characters: Rachel, Anna, Tom, Megan, and Scott.  Megan goes missing...but honestly, if all five went missing at the same time, that would have made the book more bearable. I could not sympathize with any characters and hoped they would all perish somewhere in the story. I will say Paula Hawkins at least makes the book worth finishing with a good ending.",0,2,0,2,1,3,1,1,2,3
