"","sentiment.score","ReviewContent","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"4205",-0.25,"After all the hype, I was expecting more mystery and drama........sort of a nail-biter. But it's not that kind of book. It's more about what goes on in several character's heads, especially the main woman. It was just okay.",0,3,0,0,1,0,1,1,1,2
"4206",-1.05,"Disappointed by the lack of credible character and plot development.  Disjointed build up maintained my interest yet then became flat and improbable.  This is one book where I anticipate the movie will be better than the original.",1,0,1,0,0,1,0,1,2,3
"4207",-0.5,"I was hoping for another Gone Girl, while the story wasn't awful I just hate that style of the set up , each chapter anothrr person, flipping back the dates.  A better story allows that style, but I was just annoyed thru most of the reading.",2,0,2,2,0,2,0,0,2,1
"4208",-0.9,"It took me a long time to read this book, I must have picked it up and put it down a dozen times. But about 50 pages in, it's a real page-turner and hard to put down. A real whodunnit, the deception, lies, and betrayals just keep coming at you. Great plot and well developed, believable characters.",0,3,0,0,0,0,0,1,1,1
"4214",-0.4,"When I first started reading this, it was hard for me to grasp the narratives.  Once I realized how it was being written, I got more in tuned with the story line.  About halfway to 3/4 of the way through the book, I then got anxious to see how it was going to end.  In talking with others who have read the book, my take away is they liked it more than I did.",0,1,0,1,0,0,0,0,2,1
"4220",-0.65,"I do not relate well to weak, helpless women who have no self confidence.  I slogged through this book because others raved about it. I found it depressing and I totally disliked every single character.  I stopped reading it two times and finally finished it.  I don't know why.....I would not recommend this book to anyone!",1,1,2,2,3,3,1,4,3,5
"4227",-0.65,"This book was very disappointing to me. The story line seemed so strong.It took forever for the story to take off. I was halfway through the book before the plot really began to develop. There were pages I skimmed through and still missed absolutely nothing.Despite the slow start, the last few chapters were good and provided an interesting twist in an otherwise boring book.",0,3,0,0,1,1,1,1,3,3
"4239",-3.7,"Great read, well written, twisted plot. Characters are awful people and I was so frustrated by their bad behavior. But there was something about poor Rachel that I liked, she is pathetic but not hopeless. I loved the story and how you hear from each woman's side of things. We can all be those normal women who do something awful to the men we love and for the men we love. Alcoholism is disgusting.",5,0,5,5,1,5,0,0,7,1
"4243",-0.3,"A very good mystery.  It was a good story, even without the ""guessing who did it"" part.  3 Women tell their story, and each has a compelling story.  But for this novice, the murderer was not obvious until near the end.",1,2,1,1,1,1,2,2,1,3
"4251",-0.05,"Took me 2 trys to finish the book. Had a hard time getting into it.  Once in, I liked it.  You just have to pay close attention to which character each chapter is about or its easy to get the characters confused.  Keeps you in suspense about ""who done it"" until the end.  The author throws suspicion on several characters.",0,3,0,2,1,0,1,2,1,3
"4252",-3,"This is like a Gillian Flynn ""Dark Places"" kind of book. The characters in the book have no redeeming qualities. From the drunk, lying stalker main character to the cheating, manipulating ex-husband, there was no one in the book to root for or identify with - I couldn't put the book down!  Give this book a try-you won't be disappointed.",2,0,2,0,1,2,0,1,2,2
"4253",-0.5,"I thought this was an excellent read!  It's written from several characters points of view, which in the Kindle version are a little faded and hard to read so I was a little confused the first few chapters.  But the story kept me going and by halfway through I couldn't put it down because I was anxious to see how it would pan out.",0,2,0,1,1,0,0,1,2,1
"4257",-2.9,"If I'd have watched it as a movie I wouldn't feel so bad about wasting my time reading it and it would have been the same.  The characters did not have much depth to them.  No surprises in this book one knew who the killer was from the beginning.",1,1,2,2,0,2,0,1,2,2
"4259",-1.55,"This book is very intriguing.  I found it hard to put down.  Since I was reading it on Kindle it was hard to keep track of the dates of the various chapters.  And this was critical to know the sequence of the plot.  Nevertheless I wanted to keep reading to find out who the murderer was. Or was there even a murder committed?  Lots of mystery!",2,2,2,2,1,2,2,2,2,3
"4272",-2.35,"Rachel a divorced woman that rides the train daily gets wrapped up in mysterious missing girl mystery. Rachel watches a loving couple from the train window twice a day until one day she witnesses another man with her. Shortly after seeing this the girl goes missing. Rachel gets involved trying to help the girl's husband. Rachel has  a history in the neighborhood and a drinking problem that makes her story questionable.This story has many twists that keep the story interesting and unpredictable. I got hooked and it was hard to stop reading.",0,5,1,3,1,2,3,1,6,3
"4276",-1,"I had made up my mind that this would be like the movie Rear Window but it was very different. Several characters get developed into suggested suspects and you just never know. What kept this from 5 stars for me is that, and maybe I'm naive, I couldn't really believe that many people in close proximity had so many issues. So, although they were hard to believe for me, that many issues made for a truly intriguing story.",0,0,0,0,0,0,0,0,2,0
"4279",-0.9,"It took me a long time to read this book, I must have picked it up and put it down a dozen times. But about 50 pages in, it's a real page-turner and hard to put down. A real whodunnit, the deception, lies, and betrayals just keep coming at you. Great plot and well developed, believable characters.",0,3,0,0,0,0,0,1,1,1
"4288",-0.85,"While I am not a huge fan of fiction, this book, The Girl on the Train, was a superb character study encased within a murder mystery.  The author, Paula Hawkins, draws the reader into the story with paintbrush strokes into the work of the protagonist in all her misery and addiction. It got to a point where I couldn't put the book down because I had to know more and more about Rachel's universe, Megan's unbalanced mind and Anna's symbiotic personality.  Well done!!",2,1,2,2,0,2,2,1,3,4
"4295",-0.85,"After all the hype that I had been reading about this book,  I honestly expected to be more interested in finding out for myself what it was all about. I have it be honest. In my opinion it was simply boring. I found it very difficult to even become interested in it from the very beginning. Maybe it's just me, but the twists & turns of it all weren't exactly earth shattering. Quite predictable actually.",1,2,2,2,2,2,0,2,2,4
"4304",-2.75,"I'd recommend this book to anyone who likes a twisted mystery!  The women in this story are all flawed but Ms. Hawkins makes them likeable and you end up rooting for them in end.  There is Rachel. The broken woman whose husband has left her for his mistress.  Now they have a perfect life (maybe) and Rachel is riding a train back and fourth to London so she doesn't have to tell her flatmate she was fired from her job for being drunk! Anna is the mistress turned perfect wife and mother but as the saying goes ""if they'll do it with you,they will do it to you""  Lastly there is Meghan the married woman who is hiding dark secrets and having affairs of her own.  This story is told by these three flawed and human woman and the ending is not what anyone expects!",2,3,1,2,2,3,1,3,3,4
"4306",-0.5,"I generally adore books of this nature. Conflict between husband and wife is a fun read for me.  We have drunken Rachel, whose self esteem is battered. Hard to route for her but it says something about the author to get the reader involved enough to be frustrated with a character. The book was an easy read and made me look forward to finishing it. Would not have guessed the ending and who had dealt the sad end to adulterer Megan. Nevertheless I felt dissatisfied with the ending and felt it should have had a somewhat stronger conclusion.",2,2,1,2,3,3,0,3,4,6
"4308",-0.45,"Fast-paced, confusing at first until all the pieces start coming together, then thrilling and finally chilling! It was hard to stop reading. I flew through the pages barely reading each word. I didn't want it to end but was anxious to know how it ended! I enjoyed reading about the same days from the first person narratives of three women, although at first I felt the need to page back to check dates as each woman reported events from her own perspective. Don't do that. It will come together on its own and the dates will inevitably make sense.  I can't wait to see the movie!!",0,6,1,1,2,0,2,2,2,5
"4309",-1.65,"Rachel is an alcoholic who has blackouts.  She spends her day riding a train, fantasizing about people she sees during her commute.  She has lost everything, her husband, her job, her home and this final blackout almost costs her her life.  This is a story of damaged, self absorbed people and the mystery that ties them together.",0,1,0,0,0,1,1,0,1,3
"4315",-0.3,"Great murder mystery written in the first person through the eyes of multiple characters. A little confusing at the beginning as perspectives and dates are not in chronological order so reader must pay attention to who's talking and the time sequence in which stories are being recounted. All in all a very exciting novel. Kept me up late reading it....couldn't put it down.",1,4,1,1,2,2,3,1,2,5
"4318",-2.2,"This book is well written and beautifully plotted. As a writer myself, I am a fierce critic. Not once did I doubt the characters. Not once did any of their voices falter. Not once did the author slip or fumble my suspension of disbelief.The most brilliant plot mechanism is the use of two timelines. You know they are going to meet, the question is how.  I also love poor, flawed Rachel.",1,1,1,4,2,1,1,3,7,5
"4321",-4.7,"This broken ""girl"" absorbs herself in the life of a couple she sees from the window of the train she rides each day.  She builds a fantasy name, personality, and life for them only to discover reality when the woman is found dead.  Pushing her way into the mystery of the murder, she discovers the downfall that brought her to her alcoholic stupor, losses and guilt.  Full of twists and turns you will not expect.",2,2,2,3,1,4,3,2,5,3
"4322",-0.2,"So disappointed in this one.  The back and forth chapters would have been a great idea if the writer had been able to distinguish the characters with more depth. Both the main female and male characters were so similar that it was hard telling them apart. The writing was only mediocre.  Also saw the reveal way before the end. Plus the backstory for one of the characters was just silly.  It was very popular.....a lot if people loved it. Not me.",1,0,1,0,1,1,0,1,3,4
"4326",-0.5,"A little slow in the beginning but then.........it is fabulous! I really couldn't put this book down. It goes back and forth.  I refuse to tell you anything as I might give the story away.  READ  IT !!!!",0,0,0,0,0,0,0,0,1,0
"4327",-2.25,"It was very interesting to hear about the daily struggles of an alcoholic and the temptation to drink all the time, along with the shame and embarrassment she felt losing her job and behaving badly. A good read.",1,3,1,2,1,4,2,1,5,3
"4334",-0.85,"This book was not at all what I expected. It has many twists and turns but is a wicked read. If you want something light, this isn't the book. Dark and somewhat disturbing but I am glad I made the purchase.",0,2,0,1,1,1,0,0,1,1
"4335",-0.75,"Another contemporary feminist fiction novel full of unsympathetic characters careening through the plot.  Unless that is what you want to read, avoid this book.",1,0,0,1,0,0,0,0,2,1
"4337",-0.05,"I was really looking forward to reading this book since it had gotten so many high ratings. I'm sad to say I was somewhat disappointed. Without giving away to much of the story, I will just say be prepared to read the first half without much happening. It does become suspenseful the last quarter but for me that was too long . comparing it to Gone Girl or Girl With the Dragon Tattoo, both given four and a half or five stars, this does not measure up .",1,2,1,1,0,1,0,2,1,4
"4339",-0.85,"This book was slow to start, but once you realize that Rachel was not going to let anything alone, you're hooked!  So many twists and turns in this story and when its done, you'll be surprised at the eding.",0,1,0,0,0,0,1,0,1,0
"4341",-1.25,"Confusing at first but eventually gripping.  Ultimately one of the best portrayals of a sociopath hiding in plain site I've ever read.",0,1,0,1,0,0,0,0,0,1
"4343",-0.1,"When I first started to read it I was very confused by the different names in the different chapters. I quit reading it. Then I picked it up again and couldn't stop reading. This book is much better than Gone GirlI did get a tiny clue near the end of the book and figured out who it was, but I would recommend reading it.",0,1,0,0,0,0,0,1,1,2
"4346",-4.3,"I have to admit: the premise of this story drew me in. Especially with everyone's constant comparison to Gillian Flynn. But oh man, I finished the book thinking, ""this feels like an awful episode of Law and Order: Special Victims Unit."" The characters were not just unlikable, but also unbelievable. Rachel, the main character of the story, seems like a crazy nut-job that absolutely NO public official would ever believe. She's constantly ""black-out drunk"" and consistently making bad decisions. There's just no way that someone could be THAT much of an idiot. I agree with another viewer also in saying that the voices of the women in the novel are at times interchangeable and the point of view switches so often that there were a few times when I went back to see who's portion I was reading.All of the ""cold-blooded killer"" suspects in this story seem like something a horny housewife came up. Scott, Tom, and Kamal are all apparently ridiculously good looking and psychotically crazy. Each of their dialogue is as corny as can be. Towards the end of the book I just couldn't help thinking, ""I would be cracking up if a supposed 'killer' was talking this way to me.""Overall, I would say that the book definitely drew me in. I read it in approximately 3 days. Was it worth it if you're looking for a quality piece of murder mystery nonfiction? No. Was it worth if you're looking for a trashy beach read? Likely.",4,3,5,4,3,5,3,5,10,9
"4357",-1.7,"Twist follows turn in this complicated mystery. The story is told through the eyes of three women each of which have unstable lives. The first is Rachel, the ex-wife of Tom, next, Anna, the ""other woman"" who is now married to Tom. They have a baby, Evie. The third is Megan, married to Scott and who lives four houses down from Tom. Early in the novel, Megan goes missing, the story follows!",0,1,0,2,1,1,2,0,3,1
"4358",-0.1,"As an avid reader I was rather surprised I cannot give the book 5 stars. All the hype around it. Movie coming out. Main character drove me crazy. Maybe that was the point? Do women really act that way? I just wanted to get it read & done.",1,2,0,1,0,1,1,0,2,2
"4360",-1.2,"This book starts slow and confusing, but overall a great read.  It was so well written you could not put it down.  My only complaint was that the beginning failed to grab my attention because I could not figure out what the overall story was about.  It seemed as though it was a slow story about a troubled girls life on a train, but that was only part of it.",2,0,0,0,0,0,0,0,2,1
"4367",-0.45,"Each character was fully developed-which left me wondering who possibly could have done this horrible deed.  I started to think that a random stranger would be the pick for this crime that affected so many lives.  Very good read.",2,1,1,2,1,0,1,3,3,3
"4390",-2.1,"I didn't really connect with the main character.  She's fat, drunk , and unattractive. She's just pathetic. I enjoyed how each chapter was written from each girl's point of view, but that's about it.  There's nothing shocking about the plot line. It's just kinda eh, meh, blah......",0,0,3,0,0,3,0,0,3,1
"4399",-0.55,"The story was slow to get going and I found it confusing at first with the different narrators. Once the action picked up, it was more interesting. Definitely a dark tale, but somewhat instructional about the excessive use of alcohol.",0,0,0,0,1,1,0,1,0,4
"4401",-1.9,"It was a page turner, I'll give it that and thus the two stars.  However, had I known it was so full of depressing characters, lying, drinking, cheating, murdering, I wouldn't have wasted my money.  There was not one character that you could really love.  It is suspenseful and you get hooked, but it ends leaving you feeling empty and relieved that it's over.",4,2,4,1,3,2,2,2,6,4
"4404",-0.9,"Im not going to give a synopsis. Just going to say I couldn't put it down. Loved every minute of this messed up, crazy, make you cringe as you read book. I never read books a second time but even knowing how it ends I would read it again. Loved it!",1,1,1,2,0,2,0,0,2,1
"4406",-0.1,"It is the kind of book that's hard to put down.  It keeps you guessing until the very end.  Dark, sad, but triumphant at the end.",0,1,0,0,2,1,0,2,0,2
"4409",-1.25,"This story is a page-turner. Could not put it down.  It took me awhile to figure out how the book was written. It moves back and forth between the interwoven stories of 3 women.  Usually that would bother me because I like sequential stories, but it wasn't a problem.  For once I didn't get bored enough to read the ending before I was finished.  Great read!  Would make a great movie!",0,0,0,1,0,1,0,0,2,0
"4411",-2.7,"Well written tragic thriller about how people delude themselves about the causes of the sadness and loneliness in their lives. Rachel, the main character, drinks a lot to combat her depression and isolation. Unemployed, she rides the trains, observing the activities of her ex-husband and the neighbors. What starts as curiosity mixed with drunken fantasy evolves into an investigation that eventually gets her back on the road to peace, health and sanity.",1,3,1,3,1,5,1,2,8,3
"4421",-0.2,"I don't feel this lived up to the hype. I found the characters and plot to be rather one-dimensional. None of the characters are likable nor do they seem realistic because their flaws are all so grossly exaggerated... The plot ""twists"" are, in general, predictable. However, I did make it to the end, which, I guess, made it an okay read.",0,1,0,0,1,0,1,2,2,2
"4427",-2.75,"We read this book for my book club. In the beginning it's hard to sort out the characters, but once you get into it you'll get hooked. There are intriguing depictions of alcoholism, depression, infidelity, love, the loss of children, and the suburban dream. The story is set in a rainy, dreary town outside London and features interludes of transit via the famous train system.",3,0,2,3,1,6,0,1,6,2
"4435",-1.3,"Too much hype. I really expected more. Modern day women allowing themselves to be abused by men. Sorry, I don't see how this book received any good reviews. It was difficult to finish and a disappointing ending.",0,3,0,1,1,1,1,1,2,2
"4444",-1.25,"I watched the movie first , I thought the book would be awful because I fell so in love with the movie but j was wrong I was just as wrapped into the book!",1,1,1,1,1,2,0,0,3,1
"4448",-0.35,"This is a really well written book and deserves five stars for the writing. But I rated it down because all but one of the characters are just so unlikeable and the book is really depressing. It does keep you guessing though. Really good murder mystery!",1,2,2,1,1,2,3,1,2,1
"4456",-0.05,"Rarely have I continued to read a book when I did not care much for any of the characters.  This one was an exception.  Every character was severely flawed, and all of the male characters were awful, but I kept reading due to the suspense which built.  Even though the outcome was predictable I kept reading.  It was a vary interesting novel and perhaps I surprised myself a bit.",1,1,1,2,0,1,2,0,1,3
"4458",-0.65,"This is a story of two neurotic  women, back and forth. The story could been told in about 25 pages instead of repeating and repeating.I finished it  because I paid 6.99 for it and did not want to feel I wasted that much money.  But I felt that way anyway,",2,1,2,1,1,0,1,1,2,1
"4465",-1.15,"The story moved at so slow pace that I became annoyed. I was also annoyed at Rachel, the protagonist, for her inability to give up the booze and get on with her life. However, as I read on, I found myself anxious to  get to the end of it all. So I did, and so I'm glad I read THE GIRL ON THE TRAIN.",0,2,0,1,2,1,0,1,3,2
"4468",-3.55,"This seemed slow and depressing for the first 20 pages or slow, but THEN...I couldn't put it down! Although almost all of the characters are so flawed you just want to shake them, you have to keep reading to find out what happens next. This is one of those books that you keep thinking about the characters even when you are done reading. I love a murder mystery and ""The Girl On The Train"" did not disappoint.",2,1,3,1,1,3,2,0,3,2
"4474",-0.2,"I'm a reader not a writer so my reviews are normally brief . I don't think this book lived up to all the hype . To me it was just another mystery with a lot of improbable parts in the plot .  I would not recommend this book because there are a lot of other better mystery novels out there . Read ""The Girl from Kraków"" instead.",0,2,0,0,0,0,1,1,1,3
"4476",-1,"The idea of the main character looking out the train windows at the houses by the track was a great way to carry the reader along the ride. It is a great ride with things changing all the way through from what you think they are. I enjoyed the book's mystery and felt the angst of the main character with her weaknesses. It is her making poor choices all along that take us through the story. Surprises will keep you and her guessing.",0,2,0,0,0,0,1,0,0,2
"4480",-0.2,"This has to be one of the most over hyped books for some time. Basically nothing happens for 200 pages.Hours of my life I'll not get back.Major disappointment. Eminently put down-ableEach to their own.",0,1,1,0,0,1,0,0,1,2
"4482",-1.75,"The book was okay, from all of the hype I expected much more. I had the who dunnit figured out early on so the characters started to become annoying for being dumb. There are many books where the writing and plot are far more intriguing.",1,2,0,0,0,0,0,0,3,0
"4483",-1.3,"I cannot understand why this book is on the USA Today best seller list.  It is dull and redundant.  The story can be told in 100 pages or less.  Reading it was a trudge thru dull factors.  I am sorry I wasted my time and money.",2,2,1,0,1,1,1,1,3,2
"4486",-0.6,"I would have given it five stars but the ending was way too over the top for me. It felt like the author just got tired of developing the main characters -- or simply decided to give up on them. I couldn't put it down until that weird end. And then, when I put the book down, I was disappointed. You should read it to see if you agree with me. :-)",1,1,2,0,0,1,0,2,3,4
"4489",-1.45,"This is a ridiculously good read. It starts off with a woman who is an alcoholic and you really can't identify with her, but you keep reading as her life gets worse and worse and are exposed to other characters and the plot develops. Very difficult to put down, I read this in 2 days and had to restrict myself or would have done an all nighter.  Very enjoyable <f0><U+009F><U+0098><U+0080>",0,1,0,2,1,2,1,1,3,2
"4490",-0.75,"I did like any of the characters in this book.  I felt that they were all so needy, winey and uninteresting.  I could not wait to finish the book.  I knew something was going to happen but could not figure it out until close to the end. I could not understand why the husband Tom put up with Rachel like he did.  I definitely would not recommend this book.",0,2,0,0,0,1,0,1,3,1
"4496",-0.3,"I almost stopped reading it at first because it did not catch my interest, but, then I figured out who was who.  I liked how I had no idea who did the killing.  I also thought that he would end up on the train tracks getting hit by the train.  This is the first book I have read by Paula Hawkins, too.",2,1,0,1,0,1,1,0,2,2
"4498",-0.1,"I couldn't stand the main character Rachel.  It seemed she made every problem worse, and, she was so needy. It was interesting hearing from three women's perspective.  She made up a fantasy of the people she could see from the train in her old neighborhood. She was seen as a crank by the police. It was fascinating how she worked on her memory to piece what really happened in her life.",0,1,0,4,0,2,0,1,5,4
"4502",-1,"ok....really tried to like this book.  First off, Rachel drives me crazy!  What an idiot and just made me so impatient.....kept skipping forward hoping the book would get better.  The ending was predictable, figured it out after a couple of chapters.  Hate the whole going back and forth with characters and dates.....gets confusing after awhile.  The ending was the best part and still not that great....sorry, don't see what is so great about this book and why it is #1.",2,1,2,2,0,2,0,0,4,1
"4503",-0.5,"I didn't really find this book to be as great as everyone hyped it up to be. I found the main character a little annoying and dumb. The story and twist was unexpected but I really felt I just could not like the main character. The failure of an alcoholic stint got old very quick.",1,1,1,3,2,2,1,1,5,3
"4504",-0.4,"The Girl on the Train was difficult to put down once I started reading. The characters are relatable and the plot suspenseful. A quick-read that is not overly thought-provoking, but certainly enough to keep the reader's attention.  The equivalent of a Law & Order binge session in the form of a book.",1,1,1,1,0,0,0,1,1,2
"4510",-5.4,"This author, from my experience, knows firsthand about alcoholism and all of its terrible manifestations. Cheating, lying and most telling, self deceit. Creepy feelings and memories - reading this story - I could not put it down and it makes my skin crawl at the same time. WELL DONE.  I am a voracious reader but I cannot recall another novel which so accurately describes the personal feelings of blackout, self incrimination, etc etc etc.  ""Constitutionally incapable of being honest with ourselves"" I.e. We lie to ourselves about ourselves and we believe it"".",6,1,7,5,1,6,1,3,7,4
"4514",-1.3,"II can only rate what I read as I did not complete the book.  Personally, I thought itwas difficult to follow.  The characters were always vague and strange - hard to know who was who - what was realand what wasn't.  A dreamlike book - i prefer more down to earth characters and realistic circumstances.  .",0,1,0,1,0,0,0,1,1,1
"4517",-0.25,"You can figure the whole thing out by the middle of the book.  That was disappointing for me but still a fun read",0,1,0,0,1,1,0,0,1,1
"4521",-1.75,"This is the most over-rated book I have ever read. It's OK.  Not great.  The lead in the story is so depressing and the story is one awful event after another.  I read so much about this book and it was so touted, that I finally broke down when the price dropped.  There are so many awesome books out there.  This is a waste of time.",1,2,4,2,1,3,1,1,4,2
"4523",-0.25,"Slow start but the pace builds up and then tails off a bit towards the end..",0,1,0,0,0,0,0,0,0,0
"4526",-0.1,"My alarm goes off during the workweek at 4:30 a.m. and there have been plenty of mornings since I started this novel when my eyes were bleary from late nights.  A definite thriller and I look forward to reading more from Paula Hawkins.",0,0,0,1,0,1,1,0,2,2
"4535",-0.45,"The book started well, but began to drag halfway through, and towards the end it was very tough slogging. I couldn't wait to be finished. One expects a good mystery story to build in suspense, not peter out as this book did . Character development is not necessarily an essential part of a mystery. Even so, the characters in this novel were annoying to hysterical, and I never cared what happened to them.",2,4,0,2,1,1,3,1,5,3
"4537",-2.25,"A tale of dreary, boring people (women, not GIRLS) leading miserable lives.  I'm about half way through and am not enjoying it.  Not sure if I'll bother to finish - so far, I don't care what happens to any of these one dimensional  characters. Not as bad as Gone Girl, though.Now that I'm really thinking about this over-hyped  waste-of-money, I've decided that it goes into the give-away pile today.",3,2,3,1,2,3,1,3,6,3
"4538",-0.2,"Reading A Girl on the Train is a fast moving train! You cannot put the book down once you start and you will be amazed at the pace you travel through this book. I've not picked up a book I've whipped through like I did with this one, in many years. The book is fun, filled with mystery and  quirky characters. Each chapter empties you out into the stream-of-consciousness, first-person thoughts of several of the characters (one per chapter). I could not wait to see who 'done' it and you won't be able to either! Read it--you won't be sorry.",0,4,0,0,1,0,1,0,1,3
"4540",-0.75,"Shallow, contrived and unconvincing. Not one character of any depth or substance or even credibility . The author appears to have become entangled in a web of nonsense masquerading as some kind of plot from which there is no credible escape. I can find nothing to recommend in this awful book.",2,1,2,3,1,2,0,6,4,8
"4545",-0.95,"The book was easy to get into and was captivating right away.  About midway through I found it a little overwhelming that people abuse themselves by drinking so much, making so many poor uneducated choices and are actually wandering on the streets.  Even though this was ""fiction"" my take on it is that anyone could find a woman such as this in any city in the US.  It is really sad.",1,0,1,1,1,2,0,1,3,3
"4546",-0.55,"Rarely do you read a murder mystery where you haven't a clue until the very end whodunit.  Rachel, Anna, and Megan were complex. Interesting characters.  I would read this book again just to see what I may have missed in the first reading.",1,2,1,1,0,1,2,0,1,2
"4548",-0.55,"It almost drove me crazy and the most of the time I was desperately pissed of with every character. But needless to say that it is very catchy and fascinating story which made me feel the whole range of emotions.Good detective line)",1,2,0,1,1,1,1,1,1,2
"4550",-1.35,"I enjoyed the true train wreck of this book- at times, I was so irritated with the main character and her drunken pity party that I wanted to throw the book across the room but then I couldn't, because I wanted to know how the story untwisted.  Indeed what a twisted story it was.... at any rate, in the long run, I'd recommend it if you can stand some mopey, black outs from the main character.",1,1,2,1,0,3,1,1,3,2
"4553",-0.5,"When I got to 21% done, I bailed and looked up the ending on the internet.  Ho Hum. I cannot imagine what the hype was all about.  This wouldn't have made an interesting episode of Law & Order:  Criminal Intent.",1,1,1,1,0,0,0,1,2,1
"4556",-0.85,"This is really the story of three women. The characters each gradually reveal the kind of people they really are as the story progresses and we discover layer on top of layer in this suspenseful tale of murder, lies, and infidelity. A compelling tale that keeps you guessing until the climax.",2,2,2,2,2,2,2,3,2,5
"4558",-2.95,"What fun—an unreliable narrator. Rachael is a 2 bottles of wine a night, fall down, blackout, drunk. So her narration is suspect. But you still feel that somehow, something happened. She takes the same commuter train every day and makes up stories about other peoples perfect lives. When one of those people go missing, Rachael is sure she can solve the mystery.Nothing is as it seems. And there is an overwhelming feeling of impending doom.I wanted to knock Rachael over the head and say stop drinking, you are in danger.Enjoyed it",1,5,1,6,3,4,2,3,8,4
"4562",-2.85,"Deeply tragic book about human frailties and evils.  The characterization about addictive disordered behavior rings true.  One too many plot twists.",0,0,0,0,0,0,0,0,1,0
"4565",-0.15,"This tale delves into the lives of Rachel and people close to her. She is at the center of a murder, which she insisted on being a part of. Her character is in even, wholly unlikable at times other times somewhat sympathetic and thus weakens the overall story. Neither villain nor hero, Rachel's problematic story drives the narrative with speed, stops and slow points similar to the train she rides daily. Good, but not great.",1,3,1,3,3,2,3,4,2,5
"4567",-0.15,"I couldn't wait to get through this book and stop wondering ""who did it.""  I and don't mean that in a good way. I didn't like the heroine, and the book was one of the worst I've wasted time on, in a long time.",1,4,1,0,1,0,1,2,2,2
"4569",-0.5,"Trash. When the perpetrator performs a confessional soliloquy with 10 minutes left in the book, you realize that the writer was stumped as to how to resolve any mystery that may have remained at that point and took the easy way out. There is no literary merit to the novel whatsoever. In spite of this, the book moves quickly and manages to evoke a mild guilty engagement (hey - it IS a murder story), which is apparently the inspiration for most of the positive reviews. Hitchcock?! Are you kidding? If there's a crime and a window...?",5,2,3,3,1,4,2,2,6,3
"4573",-0.75,"This book is so thrilling but I had to keep my mind clear as it jumps back & forth with each character's memory of things that happened. I want to see the movie but with the reviews I've read, I'm afraid I'll be disappointed!",1,1,1,1,1,1,1,0,2,1
"4582",-0.5,"This book was amazing! I a little slow in the beginning from going back and forth between characters, but once the story starts to unfold it is quite the page turner! The only downfall is finding my next book that in comparable.",0,1,0,1,0,1,0,0,1,1
"4592",-2.4,"Book becomes very confusing if you don't read the chapter titles - they have the narrator's name. The title type is a dull grey in the kindle version. I am sure most people read chapter titles, but not everyone. They should have been made more obvious - at least black font in the kindle version. I lent my Mom my kindle book and she was unnecessarily utterly confused thinking it was a multiple personality book. Otherwise, this was a very well-written book.",0,0,0,0,0,2,0,2,2,2
"4599",-0.2,"It was a fast, easy read once you realized that the chapters were different characters viewpoint.  The publisher's heading the chapters with the names in such light type caused one to skip over them and created the confusion.  Seems to be a combination of Gone Girl and the true life situations in a couple of murders in the headlines in recent times.",1,0,0,1,0,0,0,0,2,0
"4602",-2,"The first half of the book was overkill with the drinking problem,seemingly mental problems and self pity. Itt became tiresome. It wasn't until 50% of the way through that it became more interesting and I decided to hang in there to find out the ending.",0,0,0,1,0,2,0,0,3,1
"4604",-1.75,"It's depressing & graphic. Every male character is seen as abusive in some way. All 3 female characters' voices sound the same to me. The only one that differed a bit was Anna.  But if you past all that a great murder mystery!",1,1,2,1,0,2,2,0,2,1
"4605",-2.25,"totally disappointed in this book, very slow moving borderline boring",1,0,1,0,0,1,0,0,2,0
"4608",-1.7,"I find it difficult to recommend a book where all three of the female characters are not particularly likable.  In fact, there isn't a single character in this book that I would want to have coffee with.  Rachel is a tragic alcoholic, Megan is a psychological nightmare and Anna is  selfish, mean spirited and unapologetic about her affair.  And don't get me started about the men.",1,0,1,2,0,0,0,2,3,2
"4614",-1.35,"The story itself did not match up to the write up about it. It was lackluster, I did not identify with the main protagonist who maintains an alcoholic stupor pretty much throughout the story. The ending was just awful. If I wanted to suspend reality throughout the entire book I would read fantasy or sci fi, not fiction.Don't waste your money!",2,2,2,1,2,1,1,2,4,3
"4615",-3.7,"I couldn't believe how difficult it would be to relate to the characters and how simplistic they are. All have plenty of complaints. All are bored and boring. They entertain themselves by obsessing. Their sentiments are postcard exercise in banality.The only thing that kept me going was how bad they were getting and curiosity of how much more annoying could they get.",2,1,1,2,1,1,1,0,3,2
"4621",-1.45,"There was only one character in this book that I liked. Her friend Cathy.  She was the only one that I could relate to.  Everyone else either did or thought evil, selfish things most of the time. Very depressing.  If the world is made up of people like those in this book we are in deep trouble.",2,2,3,1,1,2,0,1,3,1
"4635",-1,"A interesting view of personalities whose selfishness, prejudice, loneliness and other more caustic characteristics affect their lives. This book will hold your interest and keeps you riveted to the end.",1,0,0,1,0,1,0,0,3,2
"4637",-0.05,"Just one more novel with the psychological setup of who is guilty of something?  Manipulates the reader -- no great reading, just fact afterfact after fact.  Not one of the characters is likeable -- there is no one to root for.",1,0,0,0,0,1,0,1,1,2
